batch,x,y,z,brand,model,angle,sampleNumber,30:23:03:87:17:80#1,30:23:03:87:17:81#1,30:23:03:87:17:82#1,30:23:03:87:17:98#1,30:23:03:87:17:99#1,30:23:03:87:17:9a#1,30:23:03:87:19:6c#1,30:23:03:87:19:6d#1,30:23:03:87:19:6e#1,36:23:03:87:17:80#1,36:23:03:87:17:98#1,36:23:03:87:19:6c#1,58:cb:52:d7:b4:d9#1,58:cb:52:d7:b5:31#1,58:cb:52:d7:b5:5d#1,58:cb:52:d7:bb:61#1,c4:41:1e:fa:08:88#1,c4:41:1e:fa:08:89#1,c4:41:1e:fa:08:8a#1,ca:41:1e:fa:08:88#1
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,20,13.669000000000,3.013000000000,2.787000000000,22.807000000000,9.801000000000,8.900000000000,36.157000000000,20.369000000000,17.885000000000,17.419000000000,-100,-100,17.533000000000,7.376000000000,-0.351000000000,16.951000000000,24.448000000000,6.566000000000,5.248000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,21,17.182000000000,3.054000000000,2.807000000000,23.388000000000,9.769000000000,8.764000000000,35.688000000000,20.308000000000,17.631000000000,-100,-100,-100,17.548000000000,7.301000000000,-0.632000000000,16.926000000000,23.866000000000,6.598000000000,5.277000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,22,16.007000000000,2.973000000000,2.533000000000,23.154000000000,9.851000000000,8.666000000000,34.882000000000,20.250000000000,17.846000000000,-100,-100,-100,17.545000000000,7.233000000000,-0.394000000000,16.614000000000,23.388000000000,7.423000000000,5.175000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,23,12.720000000000,2.848000000000,2.709000000000,23.507000000000,9.729000000000,9.115000000000,36.007000000000,20.444000000000,17.885000000000,-100,-100,-100,17.433000000000,7.264000000000,-0.432000000000,16.923000000000,24.144000000000,6.566000000000,5.263000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,24,12.570000000000,3.048000000000,2.728000000000,23.398000000000,9.766000000000,8.881000000000,35.820000000000,20.339000000000,17.787000000000,-100,-100,-100,17.589000000000,7.220000000000,-0.663000000000,17.017000000000,24.326000000000,6.560000000000,5.219000000000,23.982000000000
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,25,17.732000000000,2.616000000000,3.036000000000,22.695000000000,9.851000000000,8.920000000000,36.019000000000,20.306000000000,18.027000000000,-100,-100,-100,17.495000000000,7.229000000000,-0.541000000000,17.083000000000,23.988000000000,6.613000000000,5.131000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,26,16.170000000000,2.779000000000,2.728000000000,23.276000000000,9.820000000000,9.115000000000,36.166000000000,20.276000000000,17.826000000000,-100,22.920000000000,-100,17.542000000000,7.301000000000,-0.473000000000,17.092000000000,24.101000000000,6.566000000000,5.233000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,27,17.257000000000,2.660000000000,2.963000000000,23.266000000000,9.894000000000,8.764000000000,35.857000000000,20.400000000000,17.904000000000,-100,-100,-100,17.542000000000,7.251000000000,-0.623000000000,17.139000000000,24.091000000000,6.613000000000,5.248000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,28,18.045000000000,2.935000000000,2.514000000000,23.388000000000,9.807000000000,8.939000000000,35.220000000000,20.426000000000,17.728000000000,16.007000000000,-100,-100,17.617000000000,7.179000000000,-0.429000000000,17.005000000000,23.857000000000,6.532000000000,5.116000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,29,18.120000000000,2.648000000000,2.748000000000,23.041000000000,9.888000000000,8.744000000000,35.707000000000,20.330000000000,17.650000000000,-100,23.276000000000,-100,17.539000000000,7.226000000000,-0.388000000000,16.961000000000,24.091000000000,6.613000000000,5.101000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,30,18.120000000000,2.970000000000,2.650000000000,23.510000000000,9.851000000000,8.842000000000,35.576000000000,20.391000000000,17.826000000000,-100,-100,-100,17.508000000000,7.339000000000,-0.544000000000,17.083000000000,24.448000000000,6.591000000000,5.307000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,31,17.876000000000,2.935000000000,2.806000000000,22.929000000000,9.776000000000,8.939000000000,36.045000000000,20.449000000000,17.767000000000,-100,-100,-100,17.586000000000,7.301000000000,-0.435000000000,16.951000000000,24.213000000000,6.488000000000,5.263000000000,-100
03c6987c93bc9a98235fa5af2ccd5bb7,0.0000,8.0000,0.0000,google,Pixel 3a,0.00,32,15.694000000000,2.888000000000,2.787000000000,23.207000000000,9.769000000000,8.900000000000,36.410000000000,20.543000000000,17.826000000000,16.938000000000,-100,-100,17.586000000000,7.220000000000,-0.520000000000,16.989000000000,23.510000000000,6.569000000000,5.189000000000,-100
